"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"MANKIND","2,150.90","2,155.00","2,098.00","2,147.00","2,105.00","-","-42.00","-1.96","4,06,709","86.00","2,716.50","2,081.90","-5.47","-16.25"
"LICI","821.95","827.30","800.10","819.30","803.00","-","-16.30","-1.99","7,77,229","63.20","980.00","715.30","-6.19","-3.15"
"MFSL","1,628.00","1,628.90","1,592.10","1,627.70","1,595.10","-","-32.60","-2.00","3,87,475","62.36","1,752.20","950.00","-5.81","53.94"
"IDFCFIRSTB","84.34","85.13","82.33","84.20","82.50","-","-1.70","-2.02","3,01,20,355","252.20","87.00","52.46","-2.36","32.11"
"POWERGRID","259.25","259.95","252.60","259.25","253.95","-","-5.30","-2.04","1,80,22,018","458.75","322.00","247.30","-4.81","-14.59"
"JSWENERGY","492.00","492.00","472.50","492.35","482.20","-","-10.15","-2.06","17,59,170","84.54","579.00","418.75","-1.65","-13.15"
"LICHSGFIN","517.10","521.00","504.70","517.10","506.45","-","-10.65","-2.06","9,90,874","50.74","646.50","483.70","-5.13","-8.71"
"TATAPOWER","355.00","355.00","344.10","353.30","345.70","-","-7.60","-2.15","31,22,016","108.50","416.80","326.35","-9.67","-3.79"
"TORNTPHARM","4,021.00","4,037.60","3,903.70","4,020.50","3,932.80","-","-87.70","-2.18","3,15,842","125.67","4,107.20","2,886.45","2.93","24.17"
"BAJAJHFL","90.78","90.78","88.14","90.55","88.55","-","-2.00","-2.21","45,82,708","40.90","136.96","88.14","-7.82","-20.48"
"POWERINDIA","16,951.00","16,964.00","16,380.00","16,847.00","16,470.00","-","-377.00","-2.24","1,10,388","182.72","22,840.00","8,801.00","-10.64","36.26"
"SWIGGY","320.55","321.70","310.15","320.30","313.00","-","-7.30","-2.28","1,71,99,531","540.77","474.00","297.00","-23.03","-28.12"
"NYKAA","241.35","241.35","233.85","239.45","234.00","-","-5.45","-2.28","73,59,262","175.15","273.22","154.90","-8.62","42.01"
"SBICARD","794.90","794.90","767.35","789.10","771.00","-","-18.10","-2.29","7,27,529","56.73","1,027.25","721.00","-11.12","1.85"
"MPHASIS","2,847.90","2,879.00","2,732.10","2,810.10","2,745.00","-","-65.10","-2.32","15,89,967","439.73","3,078.40","2,044.55","-6.32","-2.00"
"PHOENIXLTD","1,764.20","1,770.70","1,719.20","1,768.20","1,726.20","-","-42.00","-2.38","8,43,377","147.50","1,993.00","1,402.50","-6.29","18.43"
"ABCAPITAL","354.55","358.00","344.30","354.50","346.00","-","-8.50","-2.40","38,92,734","137.06","369.30","149.01","0.19","100.80"
"IRFC","117.55","118.29","113.72","117.02","114.15","-","-2.87","-2.45","1,59,38,677","184.38","155.52","108.04","-5.97","-18.61"
"EXIDEIND","334.25","337.35","324.15","334.25","326.00","-","-8.25","-2.47","11,23,208","37.19","431.00","322.40","-12.12","-13.44"
"SUZLON","47.40","47.40","45.55","46.99","45.80","-","-1.19","-2.53","4,92,52,985","228.09","74.30","45.37","-14.77","-17.09"
"IGL","179.45","179.57","174.00","179.52","174.90","-","-4.62","-2.57","12,17,336","21.44","229.00","172.00","-10.69","-54.87"
"NHPC","78.05","78.06","75.04","77.45","75.45","-","-2.00","-2.58","1,11,93,218","85.17","92.34","71.00","-3.81","-3.23"
"INDIANB","903.45","904.80","871.50","896.75","873.50","-","-23.25","-2.59","32,66,265","291.41","908.00","478.00","11.90","68.16"
"SONACOMS","470.05","470.90","447.50","469.10","456.90","-","-12.20","-2.60","26,86,728","123.31","559.50","380.00","-6.59","-14.16"
"NMDC","78.00","78.65","76.05","78.23","76.19","-","-2.04","-2.61","1,94,89,454","150.69","86.72","59.53","-6.34","16.24"
"MOTHERSON","111.33","111.46","108.01","111.33","108.40","-","-2.93","-2.63","1,04,49,787","114.36","124.71","71.50","-9.85","-24.06"
"MAZDOCK","2,380.00","2,380.20","2,294.60","2,369.00","2,305.00","-","-64.00","-2.70","7,88,229","183.79","3,775.00","1,918.05","-8.41","0.61"
"BDL","1,454.00","1,457.50","1,404.00","1,451.20","1,412.00","-","-39.20","-2.70","8,26,325","117.94","2,096.60","907.00","-1.63","15.68"
"COFORGE","1,673.90","1,710.00","1,629.40","1,687.70","1,642.00","-","-45.70","-2.71","35,75,484","591.19","1,994.00","1,194.01","-8.08","-80.11"
"IDEA","10.29","10.29","9.87","10.18","9.90","-","-0.28","-2.75","52,32,01,791","527.39","12.80","6.12","-17.32","4.42"
"VBL","488.00","489.85","471.15","487.10","473.70","-","-13.40","-2.75","33,52,354","160.83","592.95","419.55","-1.59","-11.32"
"HDFCAMC","2,513.00","2,513.00","2,420.00","2,498.90","2,429.70","-","-69.20","-2.77","4,17,907","102.83","2,967.25","1,781.53","-10.32","-38.51"
"ACC","1,728.20","1,729.00","1,663.90","1,728.20","1,678.90","-","-49.30","-2.85","2,91,265","49.34","2,119.90","1,663.90","-4.85","-16.58"
"BANKBARODA","306.45","306.45","294.60","305.30","296.10","-","-9.20","-3.01","78,10,191","234.09","313.35","190.70","1.25","29.67"
"HINDPETRO","430.00","431.70","413.75","427.70","414.50","-","-13.20","-3.09","61,40,298","259.81","508.45","287.55","-12.68","12.09"
"CONCOR","495.95","497.85","478.00","494.35","479.00","-","-15.35","-3.11","20,67,105","100.92","652.04","478.00","-6.41","-36.55"
"GODFRYPHLP","2,067.10","2,078.00","1,990.00","2,064.10","2,000.00","-","-64.10","-3.11","2,44,269","49.39","3,947.00","1,370.82","-29.94","-52.83"
"MOTILALOFS","775.05","784.40","746.10","773.80","749.40","-","-24.40","-3.15","7,40,843","56.59","1,097.10","513.00","-14.76","3.60"
"AXISBANK","1,297.00","1,299.00","1,248.00","1,294.80","1,253.90","-","-40.90","-3.16","88,85,549","1,128.62","1,327.00","933.50","2.69","31.14"
"CUMMINSIND","4,108.00","4,108.00","3,917.80","4,067.80","3,933.30","-","-134.50","-3.31","4,41,947","176.40","4,615.00","2,580.00","-12.72","36.29"
"YESBANK","21.73","21.76","20.80","21.63","20.91","-","-0.72","-3.33","12,04,90,912","255.68","24.30","16.02","-3.77","14.01"
"AUBANK","1,005.00","1,006.90","961.30","1,000.55","967.00","-","-33.55","-3.35","27,52,861","269.59","1,029.95","478.35","-1.45","59.84"
"PERSISTENT","6,360.00","6,360.00","6,105.50","6,320.50","6,108.00","-","-212.50","-3.36","4,99,112","308.87","6,599.00","4,148.95","-5.15","8.30"
"TORNTPOWER","1,321.40","1,322.00","1,267.20","1,321.40","1,277.00","-","-44.40","-3.36","1,65,716","21.32","1,640.00","1,188.00","-1.40","-8.58"
"MRF","1,42,675.00","1,42,850.00","1,36,800.00","1,42,275.00","1,37,305.00","-","-4,970.00","-3.49","7,285","101.30","1,63,600.00","1,02,124.05","-10.36","23.19"
"CIPLA","1,372.20","1,385.90","1,303.00","1,370.40","1,322.30","-","-48.10","-3.51","65,90,032","880.59","1,673.00","1,303.00","-12.37","-8.64"
"TIINDIA","2,300.00","2,300.10","2,210.10","2,296.80","2,215.00","-","-81.80","-3.56","3,29,759","73.75","3,419.90","2,210.10","-14.55","-31.37"
"JIOFIN","264.00","266.25","252.25","262.60","253.20","-","-9.40","-3.58","1,48,57,605","382.05","338.60","198.65","-15.33","-3.77"
"ENRIN","2,211.00","2,216.40","2,115.00","2,202.80","2,124.00","-","-78.80","-3.58","7,71,845","166.73","3,625.00","2,115.00","-18.05","-"
"BHEL","255.55","255.55","241.65","251.55","242.50","-","-9.05","-3.60","68,47,147","169.00","305.90","176.00","-13.98","18.03"
"GMRAIRPORT","95.23","95.39","90.98","95.10","91.58","-","-3.52","-3.70","99,86,400","92.33","110.36","67.75","-13.04","24.98"
"POLYCAB","7,050.00","7,050.00","6,705.50","6,999.00","6,731.00","-","-268.00","-3.83","3,68,113","251.10","7,948.00","4,555.00","-12.07","9.05"
"INDIGO","4,878.00","4,878.00","4,686.50","4,909.00","4,715.00","-","-194.00","-3.95","36,68,328","1,748.48","6,232.50","3,945.00","-8.77","17.28"
"PNB","126.50","126.51","119.55","125.16","120.14","-","-5.02","-4.01","1,78,68,644","218.34","135.15","85.46","-0.62","22.35"
"CGPOWER","574.00","576.20","547.35","574.25","551.00","-","-23.25","-4.05","38,68,313","215.35","797.55","517.70","-17.59","-13.83"
"BANKINDIA","166.16","166.30","159.06","166.42","159.64","-","-6.78","-4.07","1,53,96,336","249.96","168.40","92.66","13.32","61.21"
"DLF","620.00","622.00","586.65","613.30","588.00","-","-25.30","-4.13","1,07,92,256","651.37","886.80","586.65","-15.24","-17.56"
"LODHA","945.50","947.90","892.70","945.50","900.40","-","-45.10","-4.77","31,43,100","286.92","1,531.00","892.70","-16.85","-16.42"
"GODREJPROP","1,638.00","1,638.00","1,532.60","1,620.40","1,540.00","-","-80.40","-4.96","24,61,081","387.56","2,522.00","1,532.60","-23.68","-31.21"
"AMBUJACEM","546.65","548.50","511.10","546.60","519.40","-","-27.20","-4.98","64,89,381","339.01","624.95","455.00","-5.17","-3.36"
"ADANIPOWER","141.00","142.90","128.10","140.92","133.80","-","-7.12","-5.05","5,24,34,571","703.72","182.70","92.40","-7.86","-74.70"
"ATGL","550.65","550.65","507.05","548.00","518.65","-","-29.35","-5.36","21,82,806","113.53","798.00","507.05","-8.16","-21.04"
"HUDCO","207.25","207.74","193.96","207.11","195.50","-","-11.61","-5.61","73,27,876","145.30","253.73","158.85","-9.31","-13.85"
"ETERNAL","276.95","277.00","257.70","275.90","260.05","-","-15.85","-5.74","8,57,65,429","2,268.15","368.45","194.80","-9.02","-"
"ADANIPORTS","1,417.00","1,417.00","1,292.00","1,414.20","1,314.90","-","-99.30","-7.02","63,80,222","849.86","1,549.00","1,010.75","-12.40","18.70"
"PREMIERENE","725.00","738.00","675.20","739.75","680.00","-","-59.75","-8.08","59,67,336","420.78","1,180.00","675.20","-22.41","-34.24"
"PAYTM","1,261.90","1,303.80","1,130.00","1,260.50","1,155.00","-","-105.50","-8.37","1,93,57,013","2,273.07","1,381.80","651.50","-15.03","35.35"
"ADANIENSOL","925.00","925.00","803.10","924.80","825.80","-","-99.00","-10.71","76,23,697","641.84","1,067.70","639.45","-18.29","1.23"
"ADANIENT","2,080.50","2,082.50","1,848.00","2,086.40","1,861.80","-","-224.60","-10.76","74,92,631","1,438.62","2,616.50","1,848.00","-17.10","-21.56"
"ADANIGREEN","909.00","909.00","765.00","904.30","779.40","-","-124.90","-13.81","2,29,73,223","1,846.86","1,177.55","758.00","-24.00","-25.09"
