"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"KOTAKBANK","429.00","429.80","420.40","426.00","424.20","-","-1.80","-0.42","1,05,48,118","447.53","460.38","372.55","-80.45","-77.95"
"M&M","3,573.70","3,596.00","3,534.80","3,573.70","3,555.00","-","-18.70","-0.52","19,22,549","684.62","3,839.90","2,425.00","-2.25","25.37"
"ITC","325.55","326.40","322.70","324.85","323.00","-","-1.85","-0.57","1,19,50,089","387.76","471.50","321.05","-20.61","-26.00"
"HYUNDAI","2,278.00","2,289.50","2,241.00","2,277.80","2,264.10","-","-13.70","-0.60","5,69,772","128.53","2,890.00","1,541.70","-2.22","32.93"
"TVSMOTOR","3,570.10","3,613.00","3,536.20","3,570.10","3,547.30","-","-22.80","-0.64","6,18,661","220.57","3,909.00","2,192.75","-3.71","56.16"
"TMPV","347.10","351.00","342.15","347.30","345.00","-","-2.30","-0.66","83,54,700","289.11","765.45","335.95","-5.18","-"
"BHARTIARTL","2,009.00","2,011.70","1,980.10","2,002.20","1,988.00","-","-14.20","-0.71","43,40,925","865.61","2,174.50","1,559.50","-6.51","21.63"
"MAXHEALTH","1,000.00","1,007.20","987.40","998.80","991.40","-","-7.40","-0.74","23,00,849","229.29","1,314.30","940.05","-7.79","-7.03"
"GRASIM","2,789.90","2,805.00","2,752.50","2,787.60","2,766.00","-","-21.60","-0.77","6,06,097","168.00","2,977.80","2,301.65","-2.50","15.53"
"TATASTEEL","190.50","192.40","187.27","189.10","187.60","-","-1.50","-0.79","2,84,92,706","540.82","192.40","124.74","9.78","45.52"
"NESTLEIND","1,310.00","1,311.90","1,290.30","1,306.00","1,295.40","-","-10.60","-0.81","7,44,221","96.59","1,332.70","1,055.00","2.97","-41.40"
"SBILIFE","2,022.00","2,022.00","1,986.30","2,022.00","2,005.20","-","-16.80","-0.83","11,28,576","225.74","2,109.60","1,372.55","-1.10","37.16"
"CHOLAFIN","1,664.00","1,667.00","1,638.30","1,664.00","1,648.70","-","-15.30","-0.92","10,68,908","176.85","1,831.50","1,169.80","-2.10","30.71"
"RECLTD","367.25","370.65","360.50","366.20","362.70","-","-3.50","-0.96","92,32,847","337.12","479.00","330.95","2.02","-21.79"
"SIEMENS","2,928.00","2,942.60","2,890.00","2,928.20","2,900.00","-","-28.20","-0.96","2,81,797","81.93","6,146.00","2,450.00","-7.46","-50.48"
"HAL","4,375.00","4,375.00","4,294.40","4,353.20","4,310.00","-","-43.20","-0.99","7,04,843","304.75","5,165.00","3,046.05","-2.31","10.30"
"DIVISLAB","6,099.50","6,145.00","5,987.00","6,071.00","6,009.50","-","-61.50","-1.01","4,60,503","277.87","7,071.50","4,955.00","-7.18","3.42"
"BOSCHLTD","35,865.00","35,865.00","35,140.00","35,710.00","35,350.00","-","-360.00","-1.01","26,686","94.50","41,945.00","25,921.60","-2.86","15.31"
"WIPRO","242.30","243.55","237.85","240.65","238.05","-","-2.60","-1.08","1,35,46,802","325.01","324.60","228.00","-12.16","-22.87"
"RELIANCE","1,401.80","1,407.00","1,381.00","1,402.50","1,387.00","-","-15.50","-1.11","98,37,802","1,368.75","1,611.80","1,114.85","-11.75","8.53"
"EICHERMOT","7,088.50","7,095.00","6,950.00","7,049.00","6,970.00","-","-79.00","-1.12","3,65,996","256.59","7,613.50","4,646.00","-4.52","39.19"
"LT","3,798.00","3,799.40","3,720.10","3,793.80","3,750.00","-","-43.80","-1.15","18,98,703","711.62","4,195.00","2,965.30","-7.76","6.41"
"BEL","419.00","419.00","408.50","417.30","412.40","-","-4.90","-1.17","1,27,15,222","524.74","436.00","240.25","2.83","51.91"
"SHREECEM","27,455.00","27,555.00","26,935.00","27,430.00","27,105.00","-","-325.00","-1.18","24,439","66.51","32,490.00","24,862.55","4.09","6.75"
"COALINDIA","424.00","425.80","415.40","423.20","418.05","-","-5.15","-1.22","65,20,896","273.71","442.00","349.25","4.50","10.34"
"ABB","4,760.00","4,775.00","4,668.50","4,755.50","4,696.00","-","-59.50","-1.25","1,14,255","53.78","6,488.95","4,637.50","-9.79","-25.24"
"BPCL","356.00","361.90","348.20","354.15","349.70","-","-4.45","-1.26","53,38,663","189.45","388.15","234.01","-5.64","25.77"
"LTIM","5,960.00","6,022.00","5,854.00","5,947.00","5,868.00","-","-79.00","-1.33","2,38,727","141.31","6,429.50","3,802.00","-4.98","0.75"
"NAUKRI","1,325.20","1,330.70","1,296.60","1,319.50","1,301.90","-","-17.60","-1.33","4,58,295","60.03","1,637.00","1,157.00","-4.74","-82.02"
"JINDALSTEL","1,081.00","1,104.00","1,057.10","1,076.00","1,061.00","-","-15.00","-1.39","27,61,031","299.17","1,104.00","723.35","5.04","18.60"
"BAJFINANCE","942.85","951.40","926.30","942.85","929.50","-","-13.35","-1.42","65,35,035","611.01","1,102.50","726.00","-8.26","-87.46"
"TRENT","3,840.00","3,840.00","3,744.00","3,803.80","3,748.00","-","-55.80","-1.47","4,74,377","179.15","6,270.40","3,693.10","-10.35","-33.24"
"MARUTI","15,819.00","15,846.00","15,439.00","15,765.00","15,519.00","-","-246.00","-1.56","3,38,669","526.65","17,370.00","11,059.45","-6.73","28.69"
"DMART","3,724.10","3,738.90","3,646.80","3,724.10","3,665.60","-","-58.50","-1.57","1,85,668","68.69","4,949.50","3,340.00","-4.25","2.92"
"NTPC","343.95","345.45","336.10","342.45","337.00","-","-5.45","-1.59","1,00,84,314","343.05","371.45","292.80","4.16","4.44"
"JSWSTEEL","1,193.30","1,193.30","1,164.80","1,184.40","1,165.40","-","-19.00","-1.60","24,06,992","282.60","1,223.90","901.10","6.67","27.26"
"ICICIGI","1,815.30","1,830.00","1,790.00","1,824.70","1,794.90","-","-29.80","-1.63","12,49,414","226.87","2,068.70","1,613.70","-8.39","-2.93"
"GAIL","165.00","165.04","160.00","163.57","160.85","-","-2.72","-1.66","81,78,368","132.16","202.79","150.52","-6.53","-8.87"
"TATACONSUM","1,178.50","1,187.80","1,149.70","1,175.20","1,155.00","-","-20.20","-1.72","14,56,971","170.05","1,220.90","930.10","-2.71","19.24"
"IOC","159.09","160.40","155.61","159.05","156.30","-","-2.75","-1.73","95,42,103","150.35","174.50","110.72","-4.43","19.54"
"HAVELLS","1,324.00","1,324.00","1,280.00","1,311.80","1,285.00","-","-22.80","-1.74","7,83,770","101.71","1,712.85","1,280.00","-9.80","-17.16"
"HDFCLIFE","721.10","723.00","710.30","725.10","712.30","-","-12.80","-1.77","32,32,798","231.83","820.75","595.25","-6.79","15.19"
"PFC","365.00","371.10","357.65","364.70","358.00","-","-6.70","-1.84","67,28,741","245.53","444.10","329.90","1.06","-14.73"
"INDHOTEL","654.00","657.45","640.55","656.55","644.40","-","-12.15","-1.85","42,63,487","276.74","858.00","637.55","-12.53","-16.43"
"BRITANNIA","5,950.00","5,964.00","5,813.50","5,932.00","5,822.00","-","-110.00","-1.85","1,42,248","83.60","6,336.00","4,506.00","-3.73","17.72"
"CANBK","155.70","156.78","150.92","154.68","151.80","-","-2.88","-1.86","2,68,75,350","414.79","159.10","78.60","1.06","55.19"
"SOLARINDS","12,951.00","12,967.00","12,623.00","12,901.00","12,660.00","-","-241.00","-1.87","84,340","107.66","17,820.00","8,482.50","0.90","36.10"
"SBIN","1,051.90","1,053.00","1,025.60","1,048.35","1,028.40","-","-19.95","-1.90","1,09,17,698","1,133.98","1,055.50","680.00","5.93","36.64"
"BAJAJFINSV","1,993.10","1,994.90","1,943.10","1,993.10","1,954.90","-","-38.20","-1.92","10,46,873","205.72","2,195.00","1,617.00","-4.82","11.80"
"LICI","821.95","827.30","800.10","819.30","803.00","-","-16.30","-1.99","7,77,229","63.20","980.00","715.30","-6.19","-3.15"
"POWERGRID","259.25","259.95","252.60","259.25","253.95","-","-5.30","-2.04","1,80,22,018","458.75","322.00","247.30","-4.81","-14.59"
"JSWENERGY","492.00","492.00","472.50","492.35","482.20","-","-10.15","-2.06","17,59,170","84.54","579.00","418.75","-1.65","-13.15"
"TATAPOWER","355.00","355.00","344.10","353.30","345.70","-","-7.60","-2.15","31,22,016","108.50","416.80","326.35","-9.67","-3.79"
"TORNTPHARM","4,021.00","4,037.60","3,903.70","4,020.50","3,932.80","-","-87.70","-2.18","3,15,842","125.67","4,107.20","2,886.45","2.93","24.17"
"BAJAJHFL","90.78","90.78","88.14","90.55","88.55","-","-2.00","-2.21","45,82,708","40.90","136.96","88.14","-7.82","-20.48"
"IRFC","117.55","118.29","113.72","117.02","114.15","-","-2.87","-2.45","1,59,38,677","184.38","155.52","108.04","-5.97","-18.61"
"MOTHERSON","111.33","111.46","108.01","111.33","108.40","-","-2.93","-2.63","1,04,49,787","114.36","124.71","71.50","-9.85","-24.06"
"MAZDOCK","2,380.00","2,380.20","2,294.60","2,369.00","2,305.00","-","-64.00","-2.70","7,88,229","183.79","3,775.00","1,918.05","-8.41","0.61"
"VBL","488.00","489.85","471.15","487.10","473.70","-","-13.40","-2.75","33,52,354","160.83","592.95","419.55","-1.59","-11.32"
"BANKBARODA","306.45","306.45","294.60","305.30","296.10","-","-9.20","-3.01","78,10,191","234.09","313.35","190.70","1.25","29.67"
"AXISBANK","1,297.00","1,299.00","1,248.00","1,294.80","1,253.90","-","-40.90","-3.16","88,85,549","1,128.62","1,327.00","933.50","2.69","31.14"
"CIPLA","1,372.20","1,385.90","1,303.00","1,370.40","1,322.30","-","-48.10","-3.51","65,90,032","880.59","1,673.00","1,303.00","-12.37","-8.64"
"JIOFIN","264.00","266.25","252.25","262.60","253.20","-","-9.40","-3.58","1,48,57,605","382.05","338.60","198.65","-15.33","-3.77"
"ENRIN","2,211.00","2,216.40","2,115.00","2,202.80","2,124.00","-","-78.80","-3.58","7,71,845","166.73","3,625.00","2,115.00","-18.05","-"
"INDIGO","4,878.00","4,878.00","4,686.50","4,909.00","4,715.00","-","-194.00","-3.95","36,68,328","1,748.48","6,232.50","3,945.00","-8.77","17.28"
"PNB","126.50","126.51","119.55","125.16","120.14","-","-5.02","-4.01","1,78,68,644","218.34","135.15","85.46","-0.62","22.35"
"CGPOWER","574.00","576.20","547.35","574.25","551.00","-","-23.25","-4.05","38,68,313","215.35","797.55","517.70","-17.59","-13.83"
"DLF","620.00","622.00","586.65","613.30","588.00","-","-25.30","-4.13","1,07,92,256","651.37","886.80","586.65","-15.24","-17.56"
"LODHA","945.50","947.90","892.70","945.50","900.40","-","-45.10","-4.77","31,43,100","286.92","1,531.00","892.70","-16.85","-16.42"
"AMBUJACEM","546.65","548.50","511.10","546.60","519.40","-","-27.20","-4.98","64,89,381","339.01","624.95","455.00","-5.17","-3.36"
"ADANIPOWER","141.00","142.90","128.10","140.92","133.80","-","-7.12","-5.05","5,24,34,571","703.72","182.70","92.40","-7.86","-74.70"
"ETERNAL","276.95","277.00","257.70","275.90","260.05","-","-15.85","-5.74","8,57,65,429","2,268.15","368.45","194.80","-9.02","-"
"ADANIPORTS","1,417.00","1,417.00","1,292.00","1,414.20","1,314.90","-","-99.30","-7.02","63,80,222","849.86","1,549.00","1,010.75","-12.40","18.70"
"ADANIENSOL","925.00","925.00","803.10","924.80","825.80","-","-99.00","-10.71","76,23,697","641.84","1,067.70","639.45","-18.29","1.23"
"ADANIENT","2,080.50","2,082.50","1,848.00","2,086.40","1,861.80","-","-224.60","-10.76","74,92,631","1,438.62","2,616.50","1,848.00","-17.10","-21.56"
"ADANIGREEN","909.00","909.00","765.00","904.30","779.40","-","-124.90","-13.81","2,29,73,223","1,846.86","1,177.55","758.00","-24.00","-25.09"
